# RealizationID,Latitude,Longitude,RCD,Ds575_x,Ds575_y,Ds595_x,Ds595_y
csz020,40.26059706792827,-127.70217428430801,229.16926317026025,0.0,0.0,0.0,0.0
csz020,40.269906432697795,-127.4677121624431,209.1934633834161,57.659999,80.139998,192.559996,195.319996
csz020,40.27874225226405,-127.23314366859906,189.2228107629478,56.299999,54.539999,197.959996,167.259997
csz020,40.28710389874158,-126.9984743074014,169.2591226884606,62.519999,55.099999,232.899995,172.419997
csz020,40.294990779033164,-126.76370959889715,149.30518805579453,48.999999,47.019999,256.459995,164.759997
csz020,40.30240233468969,-126.52885507769788,129.3655149911517,51.279999,42.639999,332.639993,161.299997
csz020,40.30933804177786,-126.29391629212276,109.44789276172423,37.279999,34.799999,148.179997,139.919997
csz020,40.315797410756055,-126.05889880334159,89.56702691520218,55.719999,38.599999,340.139993,181.499996
csz020,40.321779986358095,-125.82380818451794,69.75434504294414,47.839999,35.039999,342.719993,160.939997
csz020,40.327285347485095,-125.58865001995214,50.09081046054904,36.159999,32.479999,343.379993,154.799997
csz020,40.33231310710531,-125.35342990422434,30.862815200645528,40.419999,32.019999,344.959993,143.999997
csz020,40.336862912161976,-125.11815344133765,13.997860041110766,36.019999,30.619999,344.179993,151.879997
csz020,40.3409344434892,-124.88282624386109,11.810155910200075,32.519999,28.639999,343.739993,144.319997
csz020,40.34452741573587,-124.64745393207274,15.063220645546387,25.059999,25.919999,113.499998,61.519999
csz020,40.347641577297495,-124.41204213310274,18.485296203455203,33.419999,24.38,336.719993,119.739998
csz020,40.350276710256196,-124.17659648007641,21.31820572296126,29.939999,23.06,291.359994,128.459997
csz020,40.35243263032859,-123.94112261125726,28.569928158282803,27.799999,25.459999,339.419993,143.239997
csz020,40.35410918682179,-123.70562616919005,44.32100930713502,30.379999,24.66,337.839993,153.579997
csz020,40.35530626259729,-123.47011279984392,62.549684400858624,29.139999,27.559999,325.959993,161.399997
csz020,40.35602377404303,-123.23458815175532,81.61234058655418,26.879999,23.9,284.239994,151.139997
csz020,40.356261671053346,-122.99905787517125,101.03803835004787,29.159999,25.939999,167.559997,163.039997
csz020,40.35601993701699,-122.76352762119213,120.6515489307713,30.539999,29.539999,168.039997,178.939996
csz020,40.35529858881311,-122.52800304091501,140.37416960991732,30.399999,30.479999,163.259997,163.819997
csz020,40.35409767681542,-122.29248978457655,160.16559914453026,40.659999,41.779999,191.699996,302.279994
csz020,40.35241728490408,-122.05699350069612,180.00314322764277,46.879999,48.739999,222.959996,308.879994
csz020,40.35025753048588,-121.82151983521884,199.87307272226118,50.499999,48.999999,215.059996,303.879994
csz020,40.34761856452231,-121.5860744306586,219.7666047500232,52.139999,95.519998,213.479996,308.859994
csz020,40.344500571565625,-121.35066292524125,239.67786357519293,60.779999,62.179999,231.779995,259.419995
csz020,40.44017275930022,-127.71469101039028,229.22497477986772,48.379999,0.16,101.879998,0.28
csz020,40.449541060015484,-127.47961000064423,209.25449188374907,59.679999,51.119999,157.119997,152.259997
csz020,40.45843283307228,-127.24442153697835,189.29027693608074,51.079999,53.259999,148.539997,152.459997
csz020,40.4668474441557,-127.00913117925535,169.33454218628154,48.399999,41.199999,148.939997,144.899997
csz020,40.47478429409484,-126.77374450303824,149.39068107903267,38.279999,42.899999,140.799997,145.279997
csz020,40.48224281872126,-126.53826709871794,129.46417578051717,39.059999,36.319999,146.339997,143.179997
csz020,40.489222488735436,-126.30270457064074,109.56449038568292,36.539999,39.339999,145.239997,146.939997
csz020,40.495722809581416,-126.06706253623601,89.70946799723177,34.039999,34.759999,138.819997,142.899997
csz020,40.50174332132946,-125.83134662514364,69.93715051321914,30.539999,35.239999,144.239997,138.859997
csz020,40.50728359856687,-125.5955624783417,50.345066293050465,33.539999,31.019999,140.319997,136.779997
csz020,40.51234325029686,-125.35971574727398,31.27378785081633,33.699999,29.719999,130.379997,136.319997
csz020,40.51692191984549,-125.12381209297749,13.063503649748023,30.539999,27.899999,64.899999,62.719999
csz020,40.52101928477677,-124.88785718521012,7.692548254473175,24.16,25.799999,48.779999,51.959999
csz020,40.52463505681582,-124.65185670157818,11.834990860381279,24.84,23.98,57.799999,56.179999
csz020,40.52776898178008,-124.41581632666393,15.707640278550763,21.36,22.08,49.879999,49.899999
csz020,40.53042083951867,-124.17974175115319,18.66028501624534,19.24,20.62,45.959999,51.099999
csz020,40.532590443859846,-123.94363867096286,26.600227725759133,21.44,20.5,51.879999,55.039999
csz020,40.534277642566465,-123.70751278636855,43.077641379132,19.68,18.18,54.399999,45.319999
csz020,40.53548231729965,-123.47136980113213,61.6749085056119,20.52,22.4,95.499998,134.619997
csz020,40.536204383590515,-123.2352154216292,80.94384137303372,20.98,18.56,127.339997,121.839998
csz020,40.5364437908199,-122.99905535597684,100.49883837019419,22.9,21.1,126.519997,131.439997
csz020,40.53620052220633,-122.76289531316098,120.20036430642357,24.3,27.999999,136.119997,147.659997
csz020,40.53547459480195,-122.52674100216413,139.98656654325072,28.819999,32.099999,145.379997,148.799997
csz020,40.53426605949665,-122.29059813109285,159.36911011555642,38.939999,33.339999,151.279997,154.479997
csz020,40.532575001030224,-122.05447240630532,178.248101288762,44.359999,40.499999,164.599997,159.099997
csz020,40.530401538012576,-121.81836953153896,197.34806593331285,39.259999,39.559999,155.499997,156.019997
csz020,40.52774582295218,-121.58229520703799,216.6105591185463,40.499999,46.779999,153.199997,164.439997
csz020,40.52460804229243,-121.34625512868091,235.995787686238,49.699999,50.079999,169.199997,171.739997
csz020,40.61973961280824,-127.72732088120365,230.96027229891828,79.679998,82.779998,174.579997,165.679997
csz020,40.62916715908146,-127.49161543129566,211.1539721176921,80.739998,72.079999,150.899997,150.699997
csz020,40.63811517987387,-127.25580142934707,191.38799857594037,62.139999,55.419999,151.019997,148.759997
csz020,40.64658303435951,-127.01988449127154,171.6762764720713,44.719999,53.479999,143.639997,150.839997
csz020,40.654570117216686,-126.78387024896796,151.99268032803272,42.439999,40.599999,146.279997,145.679997
csz020,40.66207585848506,-126.54776434943228,132.21331590978187,36.679999,33.799999,142.739997,136.899997
csz020,40.66909972343085,-126.31157245386927,112.38430452050838,34.199999,41.619999,140.919997,145.899997
csz020,40.67564121242018,-126.07530023680411,92.60217582327543,32.779999,33.739999,138.499997,143.759997
csz020,40.6816998608007,-125.83895338519423,72.85209871650012,31.439999,33.499999,138.379997,135.719997
csz020,40.68727523879122,-125.60253759754104,53.14951219017066,30.859999,28.179999,130.779997,130.519997
csz020,40.692366951379725,-125.36605858300162,33.39931310626587,26.679999,31.499999,118.799998,125.139997
csz020,40.69697463822929,-125.12952206050043,14.19086629552914,28.759999,30.259999,62.339999,57.939999
csz020,40.70109797359249,-124.89293375784112,6.972132510106453,21.46,24.18,47.919999,48.639999
csz020,40.704736666233636,-124.6562994108182,10.870893760727938,18.86,22.9,43.899999,47.099999
csz020,40.707890459359504,-124.4196247623288,14.54817952134355,16.86,19.96,44.559999,44.759999
csz020,40.71055913055798,-124.18291556148431,17.338295789464507,16.82,18.96,45.859999,43.479999
csz020,40.71274249174505,-123.9461775627223,25.663158751078125,18.12,18.28,45.959999,43.679999
csz020,40.71444038911982,-123.70941652491804,42.5053971712822,16.82,17.2,48.099999,47.139999
csz020,40.71565270312788,-123.4726382104964,61.27658558125241,20.0,18.6,56.739999,70.759999
csz020,40.71637934843263,-123.23584838454343,78.61593265213949,19.7,19.44,122.739998,108.019998
csz020,40.71662027389498,-122.99905281391824,96.71781595155315,21.12,21.4,128.919997,133.619997
csz020,40.716375462561054,-122.7622572663646,115.44785396956334,23.58,22.52,138.259997,132.679997
csz020,40.71564493165817,-122.52546750962277,134.54396384140767,31.359999,31.539999,145.399997,145.379997
csz020,40.714428732598954,-122.28868931054116,153.86991201161942,30.159999,25.639999,148.699997,142.619997
csz020,40.71272695099364,-122.05192843418808,173.34884530064096,35.499999,37.019999,154.639997,150.239997
csz020,40.71053970667054,-121.81519064296351,192.9344335875843,45.779999,41.839999,158.939997,154.399997
csz020,40.70786715370458,-121.57848169571079,212.59720324611337,47.079999,46.139999,169.159997,171.619997
csz020,40.70470948045427,-121.34180734682832,232.3175591019175,51.899999,47.859999,170.279997,163.959997
csz020,40.79929758532482,-127.74006505053632,229.6213225694653,55.779999,0.16,125.739997,0.28
csz020,40.80878469041836,-127.50372955239837,209.64166289198081,70.419999,85.619998,150.659997,153.299997
csz020,40.81778925666371,-127.26728438762821,189.6663246940915,84.979998,92.239998,146.659997,150.179997
csz020,40.826310636640706,-127.03073522901848,169.69682957510418,43.979999,44.199999,140.939997,138.959997
csz020,40.83434821879841,-126.79408776563841,149.7355105931786,51.539999,40.499999,141.879997,135.539997
csz020,40.84190142731072,-126.5573477019294,129.78613520428792,37.679999,35.739999,144.619997,138.399997
csz020,40.848969721940264,-126.32052075680059,109.85520476158767,37.059999,35.139999,139.159997,137.099997
csz020,40.855552597910595,-126.08361266272429,89.95497408369546,33.359999,32.319999,139.839997,139.539997
csz020,40.86164958578654,-125.84662916483168,70.11158175890624,34.799999,29.099999,138.839997,135.199997
csz020,40.86726025136283,-125.60957602000823,50.392208400588,30.739999,30.599999,131.679997,137.699997
csz020,40.872384195561054,-125.37245899598929,30.795576776472814,30.199999,31.539999,115.199998,127.159997
csz020,40.87702105433475,-125.13528387045562,11.927823999914596,27.119999,28.179999,50.419999,53.079999
csz020,40.881170498582826,-124.89805643012895,6.778105905463332,14.28,14.46,38.879999,39.219999
csz020,40.884832234071226,-124.6607824698675,10.115983161970668,14.3,15.66,36.779999,41.459999
csz020,40.8880060013628,-124.42346779176155,13.486204206337561,13.98,14.3,36.919999,35.699999
csz020,40.890691575755454,-124.18611820422895,16.104207974543844,14.04,11.62,38.319999,39.579999
csz020,40.8928887672286,-123.94873952111068,23.157897362940318,11.74,14.94,37.739999,39.799999
csz020,40.894597420397744,-123.7113375607664,36.19612154563255,19.34,14.98,46.379999,40.019999
csz020,40.89581741447743,-123.47391814516997,53.70316873404914,20.16,20.44,50.259999,119.419998
csz020,40.89654866325239,-123.23648709900502,72.51138831843014,22.82,20.94,126.339997,128.659997
csz020,40.89679111505693,-122.99905024876047,91.82468345430564,23.08,26.759999,135.139997,136.779997
csz020,40.89654475276262,-122.76161342182607,111.3806246844232,24.52,26.699999,136.479997,138.579997
csz020,40.89580959377416,-122.52418244558797,131.07064802573115,28.939999,20.24,144.199997,130.479997
csz020,40.89458569003359,-122.28676314652424,150.84225663302234,29.079999,34.219999,144.259997,144.919997
csz020,40.89287312803262,-122.04936134930038,170.6670991179015,37.499999,38.519999,154.219997,155.039997
csz020,40.8906720288334,-121.81198287586497,190.52856006422465,40.899999,43.279999,157.359997,157.079997
csz020,40.88798254809734,-121.5746335445451,210.416271554184,43.499999,39.379999,156.639997,156.039997
csz020,40.88480487612231,-121.33731916914194,230.32343504054796,45.419999,48.539999,154.699997,160.339997
csz020,40.978846633409425,-127.7529246894755,229.7584238438277,55.739999,0.16,121.959998,0.28
csz020,40.988393614287126,-127.51595347842937,209.79181973199536,83.819998,94.339998,142.239997,140.039997
csz020,40.997455027223864,-127.27887146939142,189.8322812992582,104.119998,79.999998,145.859997,141.199997
csz020,41.006030218120664,-127.041684392876,169.88229437138972,54.919999,46.179999,138.459997,136.999997
csz020,41.01411856911736,-126.80439799597188,149.94566652602842,44.899999,40.459999,143.119997,136.859997
csz020,41.021719498446906,-126.56701804142125,130.02853750748403,40.399999,37.419999,136.559997,135.759997
csz020,41.028832460297835,-126.32955030669869,110.0879877923523,35.239999,36.199999,139.879997,139.359997
csz020,41.0354569446852,-126.0920005830902,90.12999723276695,31.899999,31.839999,137.519997,137.539997
csz020,41.04159247732974,-125.85437467477219,70.19596099009499,29.779999,32.239999,130.559997,136.019997
csz020,41.04723861954549,-125.61667839789045,50.31434901029613,31.579999,30.959999,134.979997,135.379997
csz020,41.05239496813558,-125.37891757963916,30.587544407702005,28.639999,29.559999,115.259998,128.059997
csz020,41.05706115529654,-125.1410980573399,11.817979682695565,25.459999,27.219999,49.779999,50.419999
csz020,41.06123684853076,-124.9032256775206,6.678901156999102,7.7,5.7,32.859999,27.179999
csz020,41.064921750567414,-124.66530629499455,9.444564616092828,11.76,13.0,34.599999,32.659999
csz020,41.068115599291644,-124.42734577193946,12.35889703497158,9.94,11.74,25.919999,31.479999
csz020,41.07081816768212,-124.18934997697635,15.058043467144474,9.12,8.96,28.019999,29.559999
csz020,41.07302926375691,-123.95132478424861,19.12041307533272,13.96,14.78,37.859999,35.299999
csz020,41.07474873052767,-123.71327607250096,33.87829110741867,15.8,16.42,40.659999,39.739999
csz020,41.07597644596219,-123.47520972415849,52.16904950112135,20.46,18.26,93.959998,119.559998
csz020,41.07671232295529,-123.23713162440559,71.38263675074144,18.2,20.26,130.759997,129.879997
csz020,41.07695630930797,-122.999047660265,90.93597684660986,21.16,21.78,132.259997,130.699997
csz020,41.07670838771498,-122.76096371967678,110.64909827255084,23.78,21.72,133.739997,131.119997
csz020,41.0759685757607,-122.5228856905773,130.44958476810766,21.42,23.8,134.519997,138.259997
csz020,41.074736925923304,-122.28481945997824,150.30291339339152,23.46,31.119999,132.299997,148.239997
csz020,41.07301352558731,-122.04677091304559,170.19059345539125,37.039999,33.919999,151.319997,149.839997
csz020,41.07079849706443,-121.80874593217862,190.10184523683512,36.679999,38.339999,150.919997,155.319997
csz020,41.068091997622815,-121.57075039608893,210.02996612073576,42.739999,49.819999,158.159997,166.339997
csz020,41.06489421952452,-121.33279017887936,229.97057207338267,47.199999,45.039999,155.259997,155.939997
csz020,41.15838671329888,-127.76590098671937,230.95888768802044,109.939998,113.739998,189.639996,193.599996
csz020,41.167993890678396,-127.52828834063911,211.0125163438829,91.859998,101.459998,139.419997,139.959997
csz020,41.17711245511595,-127.29056374813577,191.0773911799803,92.239998,101.179998,138.179997,141.999997
csz020,41.18574174574754,-127.05273299830309,171.15517876142636,84.099998,44.559999,135.679997,131.579997
csz020,41.193881138322496,-126.81480189711365,151.19101910567892,45.539999,89.719998,136.999997,137.699997
csz020,41.20153004505615,-126.57677626648105,131.2378068363647,38.579999,39.719999,137.979997,134.699997
csz020,41.20868791449113,-126.33866194332185,111.30142416992791,34.319999,34.159999,134.059997,135.779997
csz020,41.2153542313669,-126.1004647786178,91.39287907398274,33.979999,32.299999,134.759997,134.759997
csz020,41.22152851649777,-125.86219063647779,71.53540984079011,29.799999,29.699999,132.519997,131.019997
csz020,41.22721032665935,-125.62384539319997,51.70403251740995,27.419999,27.879999,124.139998,130.439997
csz020,41.2323992544834,-125.38543493633385,31.91004671264051,28.359999,28.039999,122.499998,125.359997
csz020,41.23709492836103,-125.14696516374235,12.774889412476162,25.499999,27.199999,51.439999,52.159999
csz020,41.24129701235446,-124.90844198266387,6.489643813838264,18.38,20.92,39.059999,38.259999
csz020,41.24500520611705,-124.6698713087744,8.836788596677026,20.62,21.58,39.219999,39.239999
csz020,41.248219244821826,-124.43125906524953,11.38975372551172,16.16,15.98,32.039999,34.539999
csz020,41.2509388990984,-124.19261118182662,14.234742345931533,11.94,11.62,30.579999,29.359999
csz020,41.2531639749783,-123.95393359386678,19.413875614111525,13.62,12.6,33.799999,34.079999
csz020,41.254894313848716,-123.715232241417,35.06521904514377,14.1,19.3,41.079999,105.039998
csz020,41.25612979241469,-123.47651306827224,53.6296204173901,16.08,13.62,101.899998,113.959998
csz020,41.25687032266967,-123.23778202103745,72.86348393654565,17.22,16.42,116.339998,127.399997
csz020,41.25711585187451,-122.99904504818969,92.4231483294869,19.78,19.54,128.059997,129.919997
csz020,41.25686636254489,-122.76030809914018,112.13826024501509,20.16,18.68,131.839997,129.859997
csz020,41.256121872447146,-122.52157712329642,131.88849184963263,23.26,20.58,134.199997,135.259997
csz020,41.25488243460249,-122.28285806912422,151.6833738111468,26.399999,28.079999,138.859997,141.359997
csz020,41.2531481372997,-122.04415688320975,171.52585290747834,31.759999,39.799999,147.659997,157.319997
csz020,41.25091910411614,-121.80547950932173,191.3502943003979,40.299999,38.879999,155.659997,155.179997
csz020,41.248195493947314,-121.56683188747336,211.20731572564338,44.939999,46.179999,150.099997,154.959997
csz020,41.244977501044694,-121.3282199529845,231.08900349683447,45.779999,45.639999,154.159997,153.939997
csz020,41.33791778089741,-127.77899514889567,228.77103681383514,85.419998,0.16,120.799998,0.28
csz020,41.34758547930343,-127.54073528735536,208.94579521145144,105.699998,94.119998,140.379997,141.359997
csz020,41.35676150367291,-127.30236231357866,189.15738331330888,107.299998,98.639998,137.179997,138.919997
csz020,41.36544518628909,-127.06388207611161,169.317514668953,91.119998,64.579999,134.199997,131.139997
csz020,41.373635896427864,-126.82530044069043,149.50321449145673,72.599999,97.779998,135.259997,135.979997
csz020,41.38133304020903,-126.58662328928627,129.72178650960947,45.719999,75.939998,130.799997,131.359997
csz020,41.38853606045613,-126.34785651915004,109.88996552347606,36.539999,42.799999,131.219997,134.799997
csz020,41.39524443656473,-126.10900604185713,90.08806160225866,32.799999,33.219999,128.999997,135.879997
csz020,41.40145768437919,-125.87007778235224,70.27010074579947,28.299999,27.259999,130.119997,128.199997
csz020,41.407175356077964,-125.6310776779941,50.4177345557015,29.759999,30.339999,128.779997,131.519997
csz020,41.412397040067454,-125.39201167760031,30.757311184300818,27.479999,28.699999,126.439997,124.439998
csz020,41.417122360884186,-125.15288574049208,11.76188529043065,26.099999,24.86,47.339999,53.899999
csz020,41.4213509791057,-124.91370583553902,6.189180060001579,21.48,21.8,41.179999,41.699999
csz020,41.425082591269806,-124.6744779402039,8.129981645444646,20.56,20.12,35.719999,35.899999
